z6-25818,Port1,Port1.1,Port1.2,Port2,Port2.1,Port2.2,Port3,Port3.1,Port3.2,Port4,Port4.1,Port5,Port5.1,Port7,Port7.1,Port8,Port8.1
# Records: 10192,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,Battery,Battery,Barometer,Barometer
Timestamps, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, degree_C Soil Temperature, kPa Matric Potential, degree_C Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
2024-06-07 09:30,0.433,5.3,0.379,0.226,4.4,0.054,0.202,2.1,0.169,-0.1,4.8,-0.1,3.4,100,8650,65.23,3.8
2024-06-07 09:45,0.433,5.3,0.379,0.226,4.4,0.054,0.202,2.1,0.169,-0.1,4.8,-0.1,3.4,100,8669,65.23,5.1
2024-06-07 10:00,0.433,5.3,0.379,0.226,4.4,0.053,0.202,2.1,0.169,-0.1,4.8,-0.1,3.4,100,8690,65.23,6.2
2024-06-07 10:15,0.433,5.3,0.379,0.226,4.4,0.051,0.202,2.1,0.168,-0.1,4.8,-0.1,3.4,100,8693,65.24,7.9
2024-06-07 10:30,0.433,5.3,0.378,0.225,4.4,0.052,0.202,2,0.169,-0.1,4.7,-0.1,3.4,100,8696,65.24,9.4
2024-06-07 10:45,0.433,5.3,0.379,0.225,4.4,0.054,0.202,2,0.17,-0.1,4.7,-0.1,3.4,100,8698,65.22,11.5
2024-06-07 11:00,0.433,5.3,0.378,0.225,4.4,0.054,0.202,2,0.169,-0.1,4.7,-0.1,3.3,100,8691,65.21,13.2
2024-06-07 11:15,0.433,5.3,0.379,0.225,4.4,0.054,0.202,2,0.168,-0.1,4.7,-0.1,3.3,100,8685,65.19,14.1
2024-06-07 11:30,0.433,5.3,0.378,0.225,4.4,0.053,0.202,2,0.169,-0.1,4.7,-0.1,3.3,100,8682,65.17,14.2
2024-06-07 11:45,0.433,5.3,0.378,0.225,4.4,0.053,0.203,2,0.17,-0.1,4.7,-0.1,3.3,100,8681,65.15,14.8
2024-06-07 12:00,0.433,5.3,0.377,0.225,4.4,0.054,0.203,2,0.17,-0.1,4.7,-0.1,3.3,100,8679,65.14,15.8
2024-06-07 12:15,0.433,5.3,0.379,0.225,4.4,0.053,0.203,1.9,0.17,-0.1,4.7,-0.1,3.3,100,8671,65.12,17.2
2024-06-07 12:30,0.433,5.3,0.379,0.225,4.4,0.053,0.203,1.9,0.169,-0.1,4.7,-0.1,3.3,100,8663,65.1,18.4
2024-06-07 12:45,0.433,5.3,0.377,0.225,4.4,0.053,0.203,1.9,0.17,-0.1,4.7,-0.1,3.2,100,8637,65.07,19.5
2024-06-07 13:00,0.433,5.3,0.379,0.225,4.4,0.052,0.203,1.9,0.17,-0.1,4.7,-0.1,3.2,100,8633,65.04,20.2
2024-06-07 13:15,0.433,5.3,0.378,0.225,4.4,0.054,0.203,1.9,0.17,-0.1,4.7,-0.1,3.2,100,8626,65.01,21.2
2024-06-07 13:30,0.433,5.3,0.377,0.225,4.4,0.053,0.204,1.9,0.17,-0.1,4.7,-0.1,3.2,100,8616,64.99,22.6
2024-06-07 13:45,0.433,5.3,0.377,0.225,4.3,0.053,0.204,1.9,0.17,-0.1,4.7,-0.1,3.2,100,8605,64.97,23.2
2024-06-07 14:00,0.433,5.3,0.378,0.225,4.3,0.052,0.205,1.9,0.17,-0.1,4.7,-0.1,3.2,100,8595,64.96,23.6
2024-06-07 14:15,0.433,5.3,0.378,0.226,4.3,0.052,0.205,1.9,0.171,-0.1,4.7,-0.1,3.2,100,8586,64.94,23.9
2024-06-07 14:30,0.433,5.3,0.377,0.225,4.3,0.054,0.206,1.9,0.171,-0.1,4.7,-0.1,3.2,100,8578,64.92,23.8
2024-06-07 14:45,0.433,5.3,0.379,0.226,4.3,0.054,0.207,1.9,0.175,-0.1,4.7,-0.1,3.2,100,8567,64.91,23.7
2024-06-07 15:00,0.433,5.3,0.379,0.226,4.3,0.053,0.207,2,0.174,-0.1,4.7,-0.1,3.1,100,8561,64.9,23.6
2024-06-07 15:15,0.433,5.3,0.378,0.226,4.3,0.054,0.207,2.1,0.175,-0.1,4.7,-0.1,3.1,100,8557,64.9,23.3
2024-06-07 15:30,0.433,5.3,0.38,0.226,4.3,0.054,0.208,2.2,0.176,-0.1,4.7,-0.1,3.1,100,8551,64.89,23
2024-06-07 15:45,0.433,5.3,0.379,0.226,4.3,0.053,0.208,2.3,0.176,-0.1,4.7,-0.1,3.2,100,8547,64.88,22.8
2024-06-07 16:00,0.433,5.3,0.38,0.226,4.3,0.054,0.207,2.5,0.177,-0.1,4.7,-0.1,3.2,100,8542,64.88,22.3
2024-06-07 16:15,0.433,5.3,0.378,0.226,4.3,0.054,0.207,2.6,0.179,-0.1,4.7,-0.1,3.2,100,8534,64.88,21.7
2024-06-07 16:30,0.433,5.3,0.38,0.226,4.3,0.054,0.207,2.8,0.179,-0.1,4.7,-0.1,3.2,100,8532,64.88,21
2024-06-07 16:45,0.433,5.3,0.38,0.226,4.3,0.054,0.207,2.9,0.179,-0.1,4.7,-0.1,3.3,100,8524,64.88,20.3
2024-06-07 17:00,0.433,5.3,0.379,0.225,4.3,0.054,0.207,3.1,0.178,-0.1,4.7,-0.1,3.3,100,8517,64.89,19.6
2024-06-07 17:15,0.433,5.3,0.379,0.225,4.3,0.054,0.207,3.2,0.179,-0.1,4.7,-0.1,3.3,100,8507,64.9,18.8
2024-06-07 17:30,0.433,5.3,0.38,0.226,4.3,0.054,0.207,3.4,0.181,-0.1,4.7,-0.1,3.4,100,8493,64.91,17.7
2024-06-07 17:45,0.433,5.3,0.38,0.226,4.3,0.054,0.207,3.5,0.18,-0.1,4.7,-0.1,3.4,100,8481,64.95,15.5
2024-06-07 18:00,0.433,5.3,0.38,0.226,4.3,0.054,0.206,3.6,0.18,-0.1,4.7,-0.1,3.4,100,8475,64.96,13.5
2024-06-07 18:15,0.433,5.3,0.38,0.226,4.3,0.055,0.206,3.7,0.18,-0.1,4.7,-0.1,3.5,100,8463,64.97,12.2
2024-06-07 18:30,0.433,5.3,0.38,0.226,4.3,0.053,0.206,3.8,0.18,-0.1,4.7,-0.1,3.6,100,8457,64.96,11.1
2024-06-07 18:45,0.433,5.3,0.38,0.226,4.3,0.055,0.206,3.9,0.179,-0.1,4.6,-0.1,3.6,100,8454,64.96,10.3
2024-06-07 19:00,0.433,5.3,0.38,0.226,4.3,0.054,0.206,4,0.18,-0.1,4.6,-0.1,3.6,100,8450,64.97,8.9
2024-06-07 19:15,0.433,5.3,0.38,0.226,4.3,0.054,0.206,4,0.181,-0.1,4.6,-0.1,3.7,100,8446,64.98,7.3
2024-06-07 19:30,0.433,5.3,0.379,0.226,4.3,0.053,0.206,4.1,0.182,-0.1,4.6,-0.1,3.7,100,8440,64.99,6.3
2024-06-07 19:45,0.433,5.3,0.379,0.226,4.3,0.056,0.205,4.1,0.18,-0.1,4.6,-0.1,3.8,100,8437,64.99,5.5
2024-06-07 20:00,0.433,5.3,0.38,0.226,4.3,0.057,0.205,4.1,0.18,-0.1,4.7,-0.1,3.8,100,8434,64.98,4
2024-06-07 20:15,0.433,5.3,0.379,0.226,4.3,0.056,0.205,4.1,0.179,-0.1,4.7,-0.1,3.9,100,8430,64.99,3.4
2024-06-07 20:30,0.433,5.3,0.379,0.226,4.4,0.056,0.205,4.1,0.18,-0.1,4.7,-0.1,3.9,100,8430,65,3
2024-06-07 20:45,0.433,5.3,0.379,0.226,4.4,0.056,0.205,4.1,0.179,-0.1,4.7,-0.1,3.9,100,8427,65.01,2.4
2024-06-07 21:00,0.433,5.3,0.38,0.226,4.4,0.056,0.205,4.1,0.178,-0.1,4.7,-0.1,4,100,8426,65.01,1.9
2024-06-07 21:15,0.433,5.3,0.379,0.226,4.4,0.056,0.205,4.1,0.18,-0.1,4.7,-0.1,4,100,8425,65.02,0.6
2024-06-07 21:30,0.433,5.3,0.379,0.226,4.4,0.056,0.205,4.1,0.18,-0.1,4.7,-0.1,4,100,8414,65.03,-1.1
2024-06-07 21:45,0.433,5.3,0.381,0.227,4.4,0.057,0.205,4,0.179,-0.1,4.7,-0.1,4,100,8418,65.04,-2.3
2024-06-07 22:00,0.433,5.3,0.38,0.226,4.4,0.056,0.205,4,0.179,-0.1,4.7,-0.1,4,100,8418,65.04,-3.3
2024-06-07 22:15,0.433,5.3,0.38,0.226,4.5,0.056,0.205,3.9,0.18,-0.1,4.7,-0.1,4.1,100,8408,65.04,-4.2
2024-06-07 22:30,0.433,5.3,0.379,0.226,4.5,0.056,0.204,3.9,0.181,-0.1,4.7,-0.1,4.1,100,8412,65.04,-3.8
2024-06-07 22:45,0.433,5.3,0.379,0.226,4.5,0.057,0.204,3.8,0.18,-0.1,4.7,-0.1,4.1,100,8411,65.05,-3.9
2024-06-07 23:00,0.433,5.3,0.379,0.226,4.5,0.057,0.204,3.8,0.178,-0.1,4.7,-0.1,4.1,100,8409,65.04,-4.9
2024-06-07 23:15,0.433,5.3,0.381,0.227,4.5,0.058,0.204,3.8,0.18,-0.1,4.7,-0.1,4.1,100,8408,65.04,-5.9
2024-06-07 23:30,0.433,5.3,0.38,0.226,4.5,0.056,0.204,3.7,0.18,-0.1,4.7,-0.1,4.1,100,8410,65.03,-6.3
2024-06-07 23:45,0.433,5.3,0.38,0.227,4.5,0.057,0.204,3.7,0.178,-0.1,4.7,-0.1,4.1,100,8408,65.04,-6.1
2024-06-08 00:00,0.433,5.3,0.38,0.227,4.6,0.058,0.204,3.6,0.179,-0.1,4.7,-0.1,4.1,100,8407,65.03,-6.5
2024-06-08 00:15,0.433,5.3,0.379,0.227,4.6,0.057,0.204,3.6,0.177,-0.1,4.7,-0.1,4.1,100,8353,65.03,-6.2
2024-06-08 00:30,0.433,5.3,0.38,0.227,4.6,0.057,0.204,3.5,0.177,-0.1,4.7,-0.1,4.1,100,8368,65.04,-5.9
2024-06-08 00:45,0.433,5.3,0.38,0.226,4.6,0.058,0.204,3.5,0.176,-0.1,4.7,-0.1,4.1,100,8375,65.02,-6.5
2024-06-08 01:00,0.433,5.3,0.38,0.226,4.6,0.058,0.204,3.5,0.176,-0.1,4.8,-0.1,4.1,100,8379,65.03,-7.5
2024-06-08 01:15,0.433,5.3,0.379,0.226,4.6,0.058,0.204,3.4,0.176,-0.1,4.8,-0.1,4,100,8380,65.03,-8.6
2024-06-08 01:30,0.433,5.3,0.38,0.226,4.6,0.058,0.204,3.4,0.178,-0.1,4.8,-0.1,4,100,8376,65.03,-9
2024-06-08 01:45,0.433,5.3,0.38,0.226,4.6,0.056,0.203,3.3,0.177,-0.1,4.8,-0.1,4,100,8380,65.03,-9.5
2024-06-08 02:00,0.433,5.3,0.38,0.226,4.6,0.058,0.204,3.3,0.176,-0.1,4.8,-0.1,4,100,8377,65.02,-10
2024-06-08 02:15,0.433,5.3,0.379,0.226,4.6,0.057,0.203,3.3,0.175,-0.1,4.8,-0.1,4,100,8379,65.02,-10.5
2024-06-08 02:30,0.433,5.3,0.379,0.226,4.6,0.058,0.204,3.2,0.176,-0.1,4.8,-0.1,4,100,8379,65.01,-10.9
2024-06-08 02:45,0.433,5.3,0.38,0.226,4.6,0.058,0.203,3.2,0.175,-0.1,4.8,-0.1,4,100,8379,65.02,-10.9
2024-06-08 03:00,0.433,5.3,0.379,0.226,4.6,0.058,0.203,3.1,0.175,-0.1,4.8,-0.1,4,100,8379,65.01,-10.8
2024-06-08 03:15,0.433,5.3,0.38,0.226,4.6,0.058,0.203,3.1,0.174,-0.1,4.8,-0.1,4,100,8379,65,-10.8
2024-06-08 03:30,0.433,5.3,0.379,0.226,4.6,0.058,0.203,3.1,0.172,-0.1,4.8,-0.1,3.9,100,8380,65,-11.1
2024-06-08 03:45,0.433,5.3,0.379,0.226,4.6,0.058,0.203,3,0.173,-0.1,4.8,-0.1,3.9,100,8378,65,-11.6
2024-06-08 04:00,0.433,5.3,0.379,0.226,4.6,0.058,0.203,3,0.172,-0.1,4.8,-0.1,3.9,100,8378,65,-12
2024-06-08 04:15,0.433,5.3,0.38,0.226,4.6,0.057,0.203,3,0.174,-0.1,4.8,-0.1,3.9,100,8377,65,-12.3
2024-06-08 04:30,0.433,5.3,0.38,0.227,4.6,0.057,0.203,2.9,0.173,-0.1,4.8,-0.1,3.9,100,8373,65.01,-12.4
2024-06-08 04:45,0.433,5.3,0.379,0.227,4.6,0.058,0.203,2.9,0.173,-0.1,4.8,-0.1,3.9,100,8372,65,-12.4
2024-06-08 05:00,0.433,5.3,0.379,0.227,4.6,0.057,0.203,2.8,0.173,-0.1,4.8,-0.1,3.9,100,8374,65,-12.2
2024-06-08 05:15,0.433,5.3,0.379,0.227,4.6,0.058,0.203,2.8,0.171,-0.1,4.8,-0.1,3.8,100,8368,65.01,-12.2
2024-06-08 05:30,0.433,5.3,0.379,0.227,4.6,0.058,0.203,2.8,0.176,-0.1,4.8,-0.1,3.8,100,8368,65.01,-12.5
2024-06-08 05:45,0.433,5.3,0.38,0.227,4.6,0.057,0.203,2.8,0.174,-0.1,4.8,-0.1,3.8,100,8368,65.01,-12.3
2024-06-08 06:00,0.433,5.3,0.378,0.227,4.6,0.057,0.203,2.7,0.174,-0.1,4.8,-0.1,3.8,100,8368,65.01,-12.1
2024-06-08 06:15,0.433,5.3,0.378,0.227,4.6,0.057,0.203,2.7,0.173,-0.1,4.9,-0.1,3.8,100,8367,65.02,-12.3
2024-06-08 06:30,0.433,5.3,0.379,0.227,4.6,0.059,0.203,2.7,0.172,-0.1,4.9,-0.1,3.8,100,8365,65.03,-12.9
2024-06-08 06:45,0.433,5.3,0.379,0.227,4.6,0.057,0.203,2.6,0.173,-0.1,4.9,-0.1,3.7,100,8367,65.04,-13.3
2024-06-08 07:00,0.433,5.3,0.379,0.227,4.6,0.058,0.203,2.6,0.174,-0.1,4.9,-0.1,3.7,100,8367,65.06,-13.8
2024-06-08 07:15,0.433,5.3,0.379,0.227,4.6,0.059,0.203,2.6,0.174,-0.1,4.9,-0.1,3.7,100,8368,65.06,-13.9
2024-06-08 07:30,0.433,5.3,0.379,0.227,4.6,0.059,0.203,2.5,0.174,-0.1,4.9,-0.1,3.7,100,8374,65.08,-13.8
2024-06-08 07:45,0.433,5.3,0.379,0.227,4.6,0.059,0.203,2.5,0.172,-0.1,4.9,-0.1,3.7,100,8406,65.1,-13.1
2024-06-08 08:00,0.433,5.3,0.379,0.227,4.6,0.058,0.203,2.5,0.171,-0.1,4.9,-0.1,3.7,100,8447,65.12,-11.3
2024-06-08 08:15,0.433,5.3,0.379,0.227,4.6,0.058,0.203,2.4,0.17,-0.1,4.9,-0.1,3.7,100,8487,65.14,-8.8
2024-06-08 08:30,0.433,5.3,0.379,0.227,4.6,0.058,0.203,2.4,0.17,-0.1,4.9,-0.1,3.6,100,8523,65.17,-6
2024-06-08 08:45,0.433,5.3,0.379,0.227,4.6,0.058,0.203,2.4,0.172,-0.1,4.9,-0.1,3.6,100,8567,65.19,-3.7
2024-06-08 09:00,0.433,5.3,0.379,0.227,4.6,0.057,0.203,2.4,0.172,-0.1,4.9,-0.1,3.6,100,8599,65.22,-1.7
2024-06-08 09:15,0.433,5.3,0.379,0.227,4.6,0.056,0.203,2.3,0.173,-0.1,4.9,-0.1,3.6,100,8625,65.24,-0.1
2024-06-08 09:30,0.433,5.3,0.379,0.227,4.6,0.057,0.203,2.3,0.17,-0.1,4.8,-0.1,3.6,100,8651,65.26,2.3
2024-06-08 09:45,0.433,5.3,0.378,0.227,4.6,0.057,0.202,2.3,0.17,-0.1,4.8,-0.1,3.6,100,8675,65.27,4.2
2024-06-08 10:00,0.433,5.3,0.379,0.226,4.5,0.056,0.203,2.2,0.171,-0.1,4.8,-0.1,3.5,100,8688,65.28,5.6
2024-06-08 10:15,0.433,5.3,0.379,0.226,4.5,0.057,0.203,2.2,0.17,-0.1,4.8,-0.1,3.5,100,8693,65.29,7
2024-06-08 10:30,0.433,5.3,0.379,0.226,4.5,0.058,0.203,2.2,0.17,-0.1,4.8,-0.1,3.5,100,8703,65.29,7.9
2024-06-08 10:45,0.433,5.3,0.378,0.226,4.5,0.055,0.203,2.2,0.171,-0.1,4.8,-0.1,3.5,100,8707,65.28,9.1
2024-06-08 11:00,0.433,5.3,0.379,0.226,4.5,0.056,0.203,2.2,0.17,-0.1,4.8,-0.1,3.5,100,8710,65.27,9.9
2024-06-08 11:15,0.433,5.3,0.378,0.226,4.5,0.056,0.203,2.1,0.171,-0.1,4.8,-0.1,3.4,100,8712,65.26,10.8
2024-06-08 11:30,0.433,5.3,0.378,0.226,4.5,0.057,0.203,2.1,0.171,-0.1,4.8,-0.1,3.4,100,8709,65.25,12.7
2024-06-08 11:45,0.433,5.3,0.379,0.226,4.5,0.056,0.203,2.1,0.171,-0.1,4.8,-0.1,3.4,100,8700,65.23,14.3
2024-06-08 12:00,0.433,5.3,0.379,0.226,4.5,0.056,0.203,2.1,0.171,-0.1,4.8,-0.1,3.4,100,8690,65.21,15
2024-06-08 12:15,0.433,5.3,0.379,0.226,4.5,0.056,0.203,2.1,0.17,-0.1,4.8,-0.1,3.4,100,8683,65.19,15.9
2024-06-08 12:30,0.433,5.3,0.379,0.226,4.5,0.057,0.203,2,0.172,-0.1,4.8,-0.1,3.4,100,8666,65.17,17.4
2024-06-08 12:45,0.433,5.3,0.379,0.226,4.5,0.055,0.203,2,0.171,-0.1,4.8,-0.1,3.4,100,8647,65.15,19.1
2024-06-08 13:00,0.433,5.3,0.38,0.226,4.5,0.056,0.203,2,0.172,-0.1,4.8,-0.1,3.4,100,8646,65.12,19.2
2024-06-08 13:15,0.433,5.3,0.379,0.226,4.4,0.057,0.204,2,0.173,-0.1,4.8,-0.1,3.3,100,8637,65.1,19.8
2024-06-08 13:30,0.433,5.3,0.379,0.226,4.4,0.056,0.204,2,0.171,-0.1,4.8,-0.1,3.3,100,8631,65.07,20.2
2024-06-08 13:45,0.433,5.3,0.379,0.226,4.4,0.056,0.205,2,0.175,-0.1,4.8,-0.1,3.3,100,8629,65.05,19.5
2024-06-08 14:00,0.433,5.3,0.379,0.226,4.4,0.056,0.205,2,0.174,-0.1,4.8,-0.1,3.3,100,8628,65.05,18.9
2024-06-08 14:15,0.433,5.3,0.379,0.226,4.4,0.056,0.206,2,0.174,-0.1,4.8,-0.1,3.3,100,8631,65.04,18.6
2024-06-08 14:30,0.433,5.3,0.379,0.226,4.4,0.056,0.206,2,0.175,-0.1,4.8,-0.1,3.3,100,8630,65.03,18.3
2024-06-08 14:45,0.433,5.3,0.378,0.227,4.4,0.056,0.207,2,0.174,-0.1,4.8,-0.1,3.3,100,8630,65.03,17.7
2024-06-08 15:00,0.433,5.3,0.38,0.227,4.4,0.057,0.207,2.1,0.177,-0.1,4.8,-0.1,3.3,100,8633,65.04,17.2
2024-06-08 15:15,0.433,5.3,0.379,0.227,4.4,0.056,0.207,2.2,0.178,-0.1,4.8,-0.1,3.3,100,8634,65.04,16.9
2024-06-08 15:30,0.433,5.3,0.38,0.227,4.4,0.056,0.207,2.3,0.178,-0.1,4.8,-0.1,3.3,100,8630,65.04,16.3
2024-06-08 15:45,0.433,5.3,0.379,0.227,4.4,0.057,0.208,2.4,0.179,-0.1,4.8,-0.1,3.3,100,8634,65.05,15.6
2024-06-08 16:00,0.433,5.3,0.379,0.226,4.4,0.056,0.208,2.5,0.179,-0.1,4.8,-0.1,3.3,100,8631,65.05,15
2024-06-08 16:15,0.433,5.3,0.38,0.226,4.4,0.056,0.207,2.6,0.18,-0.1,4.7,-0.1,3.3,100,8628,65.05,14.2
2024-06-08 16:30,0.433,5.3,0.379,0.227,4.4,0.056,0.208,2.8,0.18,-0.1,4.7,-0.1,3.3,100,8624,65.06,13.5
2024-06-08 16:45,0.433,5.3,0.379,0.226,4.4,0.057,0.208,2.9,0.179,-0.1,4.7,-0.1,3.3,100,8621,65.08,12.6
2024-06-08 17:00,0.433,5.3,0.381,0.227,4.3,0.057,0.207,3,0.18,-0.1,4.7,-0.1,3.4,100,8614,65.08,12
2024-06-08 17:15,0.433,5.3,0.38,0.227,4.3,0.056,0.207,3.1,0.181,-0.1,4.7,-0.1,3.4,100,8605,65.07,11.1
2024-06-08 17:30,0.433,5.3,0.38,0.227,4.3,0.056,0.207,3.2,0.18,-0.1,4.7,-0.1,3.4,100,8589,65.07,9.9
2024-06-08 17:45,0.433,5.3,0.379,0.227,4.3,0.057,0.207,3.3,0.181,-0.1,4.7,-0.1,3.4,100,8580,65.07,8.7
2024-06-08 18:00,0.433,5.3,0.379,0.227,4.3,0.056,0.206,3.4,0.181,-0.1,4.7,-0.1,3.5,100,8568,65.09,7.4
2024-06-08 18:15,0.433,5.3,0.38,0.227,4.3,0.056,0.206,3.5,0.181,-0.1,4.7,-0.1,3.5,100,8558,65.1,6.1
2024-06-08 18:30,0.433,5.3,0.38,0.227,4.3,0.057,0.206,3.5,0.182,-0.1,4.7,-0.1,3.6,100,8550,65.1,4.7
2024-06-08 18:45,0.433,5.3,0.38,0.227,4.4,0.057,0.206,3.6,0.18,-0.1,4.7,-0.1,3.6,100,8545,65.11,3.9
2024-06-08 19:00,0.433,5.3,0.38,0.227,4.4,0.057,0.206,3.6,0.181,-0.1,4.7,-0.1,3.6,100,8541,65.11,2.4
2024-06-08 19:15,0.433,5.3,0.38,0.227,4.4,0.057,0.206,3.7,0.18,-0.1,4.7,-0.1,3.7,100,8538,65.11,1.8
2024-06-08 19:30,0.433,5.3,0.38,0.227,4.4,0.057,0.206,3.7,0.18,-0.1,4.7,-0.1,3.7,100,8529,65.11,1.2
2024-06-08 19:45,0.433,5.3,0.38,0.227,4.4,0.057,0.206,3.7,0.179,-0.1,4.7,-0.1,3.7,100,8526,65.12,0.9
2024-06-08 20:00,0.433,5.3,0.38,0.227,4.4,0.057,0.206,3.7,0.182,-0.1,4.7,-0.1,3.8,100,8526,65.12,0
2024-06-08 20:15,0.433,5.3,0.382,0.227,4.4,0.058,0.205,3.7,0.18,-0.1,4.7,-0.1,3.8,100,8526,65.12,-1
2024-06-08 20:30,0.433,5.3,0.38,0.227,4.4,0.059,0.205,3.7,0.181,-0.1,4.7,-0.1,3.8,100,8522,65.13,-2
2024-06-08 20:45,0.433,5.3,0.381,0.227,4.4,0.058,0.205,3.7,0.181,-0.1,4.7,-0.1,3.8,100,8516,65.14,-2.5
2024-06-08 21:00,0.433,5.3,0.38,0.227,4.4,0.059,0.205,3.6,0.181,-0.1,4.7,-0.1,3.9,100,8515,65.15,-3.4
2024-06-08 21:15,0.433,5.3,0.382,0.227,4.4,0.058,0.205,3.6,0.181,-0.1,4.7,-0.1,3.9,100,8513,65.15,-4
2024-06-08 21:30,0.433,5.3,0.38,0.227,4.4,0.058,0.205,3.6,0.182,-0.1,4.7,-0.1,3.9,100,8506,65.15,-4.6
2024-06-08 21:45,0.433,5.3,0.379,0.227,4.5,0.058,0.205,3.6,0.181,-0.1,4.7,-0.1,3.9,100,8506,65.16,-4.3
2024-06-08 22:00,0.433,5.3,0.38,0.227,4.5,0.058,0.205,3.5,0.18,-0.1,4.7,-0.1,3.9,100,8507,65.17,-4.9
2024-06-08 22:15,0.433,5.3,0.381,0.227,4.5,0.057,0.205,3.5,0.181,-0.1,4.7,-0.1,3.9,100,8500,65.16,-5.4
2024-06-08 22:30,0.433,5.3,0.382,0.227,4.5,0.058,0.205,3.4,0.181,-0.1,4.7,-0.1,3.9,100,8499,65.15,-5.8
2024-06-08 22:45,0.433,5.3,0.38,0.227,4.5,0.057,0.205,3.4,0.18,-0.1,4.7,-0.1,3.9,100,8497,65.14,-6.4
2024-06-08 23:00,0.433,5.3,0.381,0.227,4.5,0.057,0.205,3.4,0.179,-0.1,4.7,-0.1,3.9,100,8497,65.13,-7.1
2024-06-08 23:15,0.433,5.3,0.38,0.227,4.5,0.057,0.204,3.3,0.179,-0.1,4.7,-0.1,3.9,100,8496,65.12,-7.7
2024-06-08 23:30,0.433,5.3,0.381,0.227,4.5,0.058,0.204,3.3,0.18,-0.1,4.7,-0.1,3.9,100,8494,65.11,-8.1
2024-06-08 23:45,0.433,5.3,0.38,0.227,4.5,0.057,0.204,3.3,0.18,-0.1,4.8,-0.1,3.9,100,8495,65.11,-8.4
2024-06-09 00:00,0.433,5.3,0.381,0.227,4.5,0.056,0.204,3.2,0.179,-0.1,4.8,-0.1,3.9,100,8494,65.1,-8.8
2024-06-09 00:15,0.433,5.3,0.38,0.227,4.5,0.057,0.204,3.2,0.179,-0.1,4.8,-0.1,3.9,100,8425,65.07,-9
2024-06-09 00:30,0.433,5.3,0.381,0.227,4.5,0.057,0.204,3.2,0.177,-0.1,4.8,-0.1,3.9,100,8449,65.05,-9.4
2024-06-09 00:45,0.433,5.3,0.38,0.227,4.6,0.057,0.204,3.1,0.179,-0.1,4.8,-0.1,3.9,100,8458,65.04,-9.6
2024-06-09 01:00,0.433,5.3,0.38,0.227,4.6,0.057,0.204,3.1,0.178,-0.1,4.8,-0.1,3.9,100,8460,65.04,-9.8
2024-06-09 01:15,0.433,5.3,0.381,0.227,4.6,0.057,0.204,3.1,0.178,-0.1,4.8,-0.1,3.9,100,8460,65.03,-10.1
2024-06-09 01:30,0.433,5.3,0.38,0.228,4.6,0.058,0.204,3,0.176,-0.1,4.8,-0.1,3.9,100,8462,65.02,-10.4
2024-06-09 01:45,0.433,5.3,0.381,0.228,4.6,0.057,0.204,3,0.178,-0.1,4.8,-0.1,3.9,100,8462,65.02,-11
2024-06-09 02:00,0.433,5.3,0.379,0.228,4.6,0.058,0.204,3,0.178,-0.1,4.8,-0.1,3.8,100,8461,65.02,-11.5
2024-06-09 02:15,0.433,5.3,0.379,0.228,4.6,0.056,0.204,2.9,0.177,-0.1,4.8,-0.1,3.8,100,8460,65,-11.6
2024-06-09 02:30,0.433,5.3,0.379,0.228,4.6,0.057,0.204,2.9,0.176,-0.1,4.8,-0.1,3.8,100,8460,64.99,-11.6
2024-06-09 02:45,0.433,5.3,0.381,0.228,4.6,0.056,0.204,2.9,0.174,-0.1,4.8,-0.1,3.8,100,8462,64.98,-12
2024-06-09 03:00,0.433,5.3,0.38,0.228,4.6,0.057,0.204,2.8,0.173,-0.1,4.8,-0.1,3.8,100,8463,64.96,-12.1
2024-06-09 03:15,0.433,5.3,0.378,0.228,4.6,0.056,0.204,2.8,0.175,-0.1,4.8,-0.1,3.8,100,8462,64.95,-12.1
2024-06-09 03:30,0.433,5.3,0.379,0.228,4.6,0.057,0.204,2.8,0.174,-0.1,4.8,-0.1,3.8,100,8462,64.95,-11.9
2024-06-09 03:45,0.433,5.3,0.38,0.228,4.6,0.056,0.203,2.8,0.175,-0.1,4.8,-0.1,3.8,100,8462,64.95,-11.9
2024-06-09 04:00,0.433,5.3,0.379,0.228,4.6,0.057,0.204,2.7,0.175,-0.1,4.8,-0.1,3.7,100,8459,64.94,-12.2
2024-06-09 04:15,0.433,5.3,0.38,0.228,4.6,0.056,0.204,2.7,0.175,-0.1,4.8,-0.1,3.7,100,8455,64.94,-12.2
2024-06-09 04:30,0.433,5.3,0.379,0.228,4.6,0.056,0.203,2.7,0.175,-0.1,4.8,-0.1,3.7,100,8458,64.94,-12.7
